vectorization,model,component_models,tune_hyperparameters,cv_folds,scoring,best_cv_score,best_params,fit_time_seconds,predict_time_seconds,accuracy,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,label_count
tfidf,sgd_classifier,,True,5,f1_macro,0.8383580493797842,"{""alpha"": 1e-06, ""average"": false, ""class_weight"": ""balanced"", ""eta0"": 0.03, ""learning_rate"": ""adaptive"", ""loss"": ""hinge"", ""penalty"": ""l2""}",12395.7805,0.042,0.8409,0.8409,0.8409,0.8409,0.8425292223589389,0.8409000000000001,0.8406730293185476,0.8425292223589389,0.8409,0.8406730293185477,20
